mouse_model,name,bigg_accessions,hmdb_secondary,kegg_id,lipidmaps_id,inchi_key,hmdb_primary
h2o,['H2O H2O'],"['h2o', 'h2o[n]', 'h2o[g]', 'h2o[x]', 'h2o_m', 'h2o_u', 'h2o_v', 'h2o_s', 'h2o[l]', 'h2o_g', 'h2o_c', 'h2o[r]', 'h2o_x', 'h2o_p', 'h2o_cx', 'h2o_f', 'h2o_e', 'h2o[m]', 'h2o_l', 'h2o_n', 'h2o_r', 'h2o[c]', 'h2o_h', 'h2o[e]']","['HMDB01039', 'HMDB02111']","['C01328', 'C00001']",,['XLYOFNOQVPJJNP-UHFFFAOYSA-N'],HMDB0002111
h2o2,['Hydrogen peroxide'],"['h2o2[n]', 'h2o2_m', 'h2o2', 'h2o2[e]', 'h2o2[r]', 'h2o2[m]', 'h2o2_x', 'h2o2_p', 'h2o2[l]', 'h2o2_n', 'h2o2_h', 'h2o2_l', 'h2o2_e', 'h2o2_c', 'h2o2[x]', 'h2o2[c]']","['HMDB03125', 'HMDB06491']",['C00027'],,['MHAJPDPJQMAIIY-UHFFFAOYSA-N'],HMDB0003125
hLkynr,['3 Hydroxy L kynurenine C10H12N2O4'],"['hLkynr', 'hLkynr[m]', 'hLkynr[c]', 'hLkynr[e]', 'hLkynr_c']",['HMDB11631'],['C03227'],,['VCKPUUFAIGNJHC-LURJTMIESA-N'],HMDB0011631
ha,['Hyaluronan'],"['ha[e]', 'ha[l]', 'ha_e', 'ha_l', 'ha']",,['C00518'],,['LJKKEBYAXYCTNF-GIXQJHCPSA-M'],HMDB0002061
hco3,['Bicarbonate'],"['hco3_m', 'hco3_p', 'hco3_x', 'hco3[m]', 'hco3_c', 'hco3[e]', 'hco3', 'hco3_cx', 'hco3_h', 'hco3_n', 'hco3[c]', 'hco3_e']","['HMDB00595', 'HMDB31453', 'HMDB03538']","['C00288', 'C01353']",,['BVKZGUZCCUSVTD-UHFFFAOYSA-M'],HMDB0000595
hcys__L,['L-Homocysteine'],"['hcys_L[e]', 'hcys__L_e', 'hcys__L', 'hcys_DASH_L_e', 'hcys__L_p', 'hcys_DASH_L_h', 'hcys_DASH_L_c', 'hcys_DASH_L_x', 'hcys__L_c', 'hcys-L[c]', 'hcys_L[c]', 'hcys_L_x', 'hcys_L_c', 'hcys__L_m', 'hcys_DASH_L_m']","['HMDB00742', 'HMDB00165']","['C00155', 'C05330']",,['FFFHZYDWPBMWHY-UHFFFAOYSA-N'],HMDB0000742
hdca,['Hexadecanoate (n-C16:0)'],"['hdca', 'hdca[c]', 'hdca_m', 'hdca_h', 'hdca_r', 'hdca_p', 'hdca[e]', 'hdca[r]', 'hdca_s', 'hdca[x]', 'hdca_c', 'hdca[l]', 'hdca_x', 'hdca_e']","['HMDB60083', 'HMDB00220']",['C00249'],"['LMFA01010046', 'LMFA01010001']",['IPCSVZSSVZVIGE-UHFFFAOYSA-M'],HMDB0000220
hdd2coa,['Trans-Hexadec-2-enoyl-CoA'],"['hdd2coa[x]', 'hdd2coa[c]', 'hdd2coa[m]', 'hdd2coa_m', 'hdd2coa_r', 'hdd2coa', 'hdd2coa_x', 'hdd2coa[r]', 'hdd2coa_c']","['HMDB03945', 'HMDB06533']",['C05272'],"['LMFA07050020', 'LMFA07050144']",['JUPAQFRKPHPXLD-MSHHSVQMSA-J'],HMDB0003945
hgentis,['Homogentisate C8H7O4'],"['hgentis', 'hgentis[e]', 'hgentis_e', 'hgentis[c]', 'hgentis_p', 'hgentis_c', 'hgentis_h']",['HMDB00130'],['C00544'],,['IGMNYECMUMZDDF-UHFFFAOYSA-M'],HMDB0000130
his__L,['L-Histidine'],"['his_DASH_L_h', 'his__L_h', 'his_L_m', 'his-L[c]', 'his_L_c', 'his_L_p', 'his_L[l]', 'his_L_e', 'his__L', 'his_L[m]', 'his_DASH_L_e', 'his_DASH_L_p', 'his__L_e', 'his_L[e]', 'his_L[c]', 'his__L_p', 'his-L[e]', 'his__L_c', 'his_L_v', 'his_DASH_L_c', 'his_DASH_L_m']","['HMDB03412', 'HMDB00177']","['C00135', 'C00768']",,['HNDVDQJCIGZPNO-YFKPBYRVSA-N'],HMDB0000177
hista,['Histamine extracellular'],"['hista_e', 'hista', 'hista[e]', 'hista[c]', 'hista_c']","['HMDB60263', 'HMDB00870']",['C00388'],,['NTYJJOPFIAHURM-UHFFFAOYSA-O'],HMDB0000870
hmbil,['Hydroxymethylbilane'],"['hmbil_c', 'hmbil', 'hmbil_h', 'hmbil[c]']",['HMDB01137'],['C01024'],,['WDFJYRZCZIUBPR-UHFFFAOYSA-F'],HMDB0001137
hmgcoa,['Hydroxymethylglutaryl CoA C27H39N7O20P3S'],"['hmgcoa', 'hmgcoa[x]', 'hmgcoa[r]', 'hmgcoa[m]', 'hmgcoa_m', 'hmgcoa[c]', 'hmgcoa_r', 'hmgcoa_x', 'hmgcoa_c']",['HMDB01375'],,['LMFA07050209'],['CABVTRNMFUVUDM-SJBCKIPMSA-I'],HMDB0001375
hom__L,['L-Homoserine'],"['hom_DASH_L_e', 'hom_L_e', 'hom_L[m]', 'hom__L_m', 'hom-L[c]', 'hom_DASH_L_p', 'hom_L_p', 'hom_L_c', 'hom__L_p', 'hom__L_h', 'hom__L', 'hom__L_e', 'hom_L[e]', 'hom__L_c', 'hom_DASH_L_h', 'hom_L[c]', 'hom_DASH_L_c']",['HMDB00719'],['C00263'],,['UKAUYVFTDYCKQA-VKHMYHEASA-N'],HMDB0000719
hpyr,['Hydroxypyruvate'],"['hpyr', 'hpyr[m]', 'hpyr[x]', 'hpyr[c]', 'hpyr_c', 'hpyr_x', 'hpyr_m']",['HMDB01352'],['C00168'],,['HHDDCCUIIUWNGJ-UHFFFAOYSA-M'],HMDB0001352
hxan,['Hypoxanthine'],"['hxan[x]', 'hxan', 'hxan[c]', 'hxan[e]', 'hxan_e', 'hxan_c', 'hxan_l', 'hxan_x', 'hxan[l]', 'hxan_p']",['HMDB00157'],['C00262'],,['FDGQSTZJBFJUBT-UHFFFAOYSA-N'],HMDB0000157
hxdcal,['Hexadecanal C16H32O'],"['hxdcal', 'hxdcal[r]', 'hxdcal_r', 'hxdcal[c]', 'hxdcal_c']",['HMDB01551'],['C00517'],['LMFA06000088'],['NIOYUNMRJMEDGI-UHFFFAOYSA-N'],HMDB0001551
i,['I c'],"['i[c]', 'i_c', 'i', 'i[e]', 'i_e']","['HMDB12238', 'HMDB59634']","['C05590', 'C00708']",,['XMBWDFGMSWQBCA-UHFFFAOYSA-M'],HMDB0059634
ibcoa,['Isobutyryl-CoA'],"['ibcoa_c', 'ibcoa_m', 'ibcoa[m]', 'ibcoa']",['HMDB01243'],['C00630'],['LMFA07050331'],['AEWHYWSPVRZHCT-NDZSKPAWSA-J'],HMDB0001243
icit,['Isocitrate'],"['icit_m', 'icit', 'icit_x', 'icit_h', 'icit_c', 'icit[x]', 'icit[m]', 'icit[e]', 'icit_e', 'icit_p', 'icit[c]']",['HMDB00193'],['C00311'],,['ODBLHEXUDAPZAU-UHFFFAOYSA-K'],HMDB0000193
id3acald,['Indole 3 acetaldehyde C10H9NO'],"['id3acald_m', 'id3acald[c]', 'id3acald', 'id3acald_e', 'id3acald_c', 'id3acald[m]']",['HMDB01190'],['C00637'],,['WHOOUMGHGSPMGR-UHFFFAOYSA-N'],HMDB0001190
idp,['IDP C10H11N4O11P2'],"['idp[e]', 'idp[m]', 'idp_n', 'idp_e', 'idp[n]', 'idp_c', 'idp', 'idp_m', 'idp[c]']",['HMDB03335'],['C00104'],,['JPXZQMKKFWMMGK-KQYNXXCUSA-K'],HMDB0003335
ile__L,['L-Isoleucine'],"['ile_DASH_L_c', 'ile_DASH_L_h', 'ile_L_p', 'ile__L_h', 'ile__L_c', 'ile__L_p', 'ile_L[c]', 'ile_DASH_L_m', 'ile_L_c', 'ile_L[e]', 'ile_L_m', 'ile_DASH_L_p', 'ile__L', 'ile_DASH_L_e', 'ile__L_e', 'ile__L_m', 'ile_L[m]', 'ile-L[e]', 'ile-L[c]', 'ile_L_v', 'ile_L_e']",['HMDB00172'],['C00407'],['LMFA01100047'],['AGPKZVBTJJNPAG-WHFBIAKZSA-N'],HMDB0000172
im4ac,['Imidazole-4-acetate'],"['im4ac[c]', 'im4ac_m', 'im4ac', 'im4ac_c', 'im4ac[m]', 'im4ac[e]']","['HMDB02024', 'HMDB60261']",['C02835'],,['PRJKNHOMHKJCEJ-UHFFFAOYSA-M'],HMDB0002024
im4act,['Imidazole-4-acetaldehyde'],"['im4act_m', 'im4act', 'im4act_c', 'im4act[m]', 'im4act[c]']","['HMDB06237', 'HMDB03905']",['C05130'],,['MQSRGWNVEZRLDK-UHFFFAOYSA-N'],HMDB0003905
imp,['IMP C10H11N4O8P'],"['imp_e', 'imp_x', 'imp_m', 'imp_p', 'imp', 'imp_h', 'imp[e]', 'imp_c', 'imp[m]', 'imp[c]']",['HMDB00175'],['C00130'],,['GRSZFWQUAKGDAV-KQYNXXCUSA-L'],HMDB0000175
ind3ac,['Indole 3 acetate C10H8NO2'],"['ind3ac[e]', 'ind3ac_e', 'ind3ac[m]', 'ind3ac_p', 'ind3ac[c]', 'ind3ac_m', 'ind3ac', 'ind3ac_c']",['HMDB00197'],['C00954'],,['SEOVTRFCIGRIMH-UHFFFAOYSA-M'],HMDB0000197
inost,['Myo-Inositol'],"['inost[c]', 'inost_h', 'inost[r]', 'inost_c', 'inost_e', 'inost[g]', 'inost_m', 'inost', 'inost_p', 'inost[e]']","['HMDB02256', 'HMDB00211', 'HMDB34220']","['C00137', 'C19891']",,['CDAISMWEOUEBRE-GPIVLXJGSA-N'],HMDB0000211
ins,['Inosine'],"['ins[m]', 'ins_m', 'ins[c]', 'ins[e]', 'ins[l]', 'ins_e', 'ins_p', 'ins_c', 'ins', 'ins_l']",['HMDB00195'],['C00294'],,['UGQMRVRMYYASKQ-KQYNXXCUSA-N'],HMDB0000195
iodine,['Iodine c'],"['iodine', 'iodine_c', 'iodine[c]']",['HMDB00675'],['C01382'],,['PNDPGZBMCMUPRI-UHFFFAOYSA-N'],HMDB0000675
ipdp,['Isopentenyl diphosphate'],"['ipdp[c]', 'ipdp_c', 'ipdp[r]', 'ipdp_h', 'ipdp', 'ipdp_m', 'ipdp_x', 'ipdp[x]', 'ipdp_r']","['HMDB01347', 'HMDB04196']",['C00129'],['LMPR01010008'],['NUHSROFQTUXZQQ-UHFFFAOYSA-K'],HMDB0001347
itaccoa,['Itaconyl CoA C26H35N7O19P3S'],"['itaccoa', 'itaccoa[m]', 'itaccoa_m']","['HMDB06542', 'HMDB06545', 'HMDB03377']",['C00531'],['LMFA07050337'],['NFVGYLGSSJPRKW-CITAKDKDSA-I'],HMDB0003377
itacon,['Itaconate C5H4O4'],"['itacon[e]', 'itacon[m]', 'itacon_m', 'itacon[c]', 'itacon']",['HMDB02092'],['C00490'],['LMFA01170063'],['LVHBHZANLOWSRM-UHFFFAOYSA-L'],HMDB0002092
itp,['ITP C10H11N4O14P3'],"['itp[n]', 'itp[e]', 'itp_m', 'itp_n', 'itp[c]', 'itp[m]', 'itp_c', 'itp']",['HMDB00189'],['C00081'],,['HAEJPQIATWHALX-KQYNXXCUSA-J'],HMDB0000189
ivcoa,['Isovaleryl-CoA'],"['ivcoa[c]', 'ivcoa', 'ivcoa_m', 'ivcoa_c', 'ivcoa[m]']",['HMDB01113'],['C02939'],['LMFA07050336'],['UYVZIWWBJMYRCD-ZMHDXICWSA-J'],HMDB0001113
k,['Potassium'],"['k[c]', 'k_u', 'k[g]', 'k_c', 'k_p', 'k[e]', 'k_e', 'k_g', 'k']",['HMDB00586'],['C00238'],,['NPYPAHLBTDXSSS-UHFFFAOYSA-N'],HMDB0000586
lac__D,['D-Lactate'],"['lac_D_c', 'lac_D[e]', 'lac-D[e]', 'lac_DASH_D_m', 'lac__D_e', 'lac__D_c', 'lac__D_p', 'lac__D_m', 'lac_DASH_D_h', 'lac_DASH_D_c', 'lac_D_p', 'lac_DASH_D_p', 'lac_D[c]', 'lac-D[c]', 'lac_D_m', 'lac_D_e', 'lac__D', 'lac_DASH_D_e', 'lac_D[m]']","['HMDB01311', 'HMDB00171']",['C00256'],,['JVTAAEKCZFNVCJ-UWTATZPHSA-M'],HMDB0001311
lac__L,['L-Lactate'],"['lac_L_c', 'lac__L', 'lac_L[e]', 'lac_DASH_L_e', 'lac_L[c]', 'lac__L_p', 'lac-L[e]', 'lac_L[m]', 'lac_L_m', 'lac_L[x]', 'lac_DASH_L_h', 'lac__L_m', 'lac_DASH_L_x', 'lac_DASH_L_c', 'lac_DASH_L_m', 'lac_L_p', 'lac__L_c', 'lac_L_e', 'lac_L_x', 'lac_DASH_L_p', 'lac__L_e']","['HMDB00190', 'HMDB03328', 'HMDB62492']",['C00186'],,['JVTAAEKCZFNVCJ-REOHCLBHSA-M'],HMDB0000190
lald__D,['D-Lactaldehyde'],"['lald_D[m]', 'lald_D[c]', 'lald_D_c', 'lald__D_m', 'lald__D_c', 'lald_DASH_D_m', 'lald__D', 'lald_DASH_D_c']","['HMDB06949', 'HMDB06458']",['C00937'],,['BSABBBMNWQWLLU-GSVOUGTGSA-N'],HMDB0006458
lald__L,['L-Lactaldehyde'],"['lald_DASH_L_c', 'lald__L', 'lald-L[c]', 'lald_L_c', 'lald_L[m]', 'lald__L_c', 'lald__L_m', 'lald_DASH_L_m', 'lald_L[c]']",['HMDB03052'],"['C00424', 'C05999']",,['BSABBBMNWQWLLU-VKHMYHEASA-N'],HMDB0003052
lanost,['Lanosterol C30H50O'],"['lanost_c', 'lanost_r', 'lanost[x]', 'lanost', 'lanost_e', 'lanost[c]', 'lanost[e]', 'lanost[r]']","['HMDB01251', 'HMDB01462', 'HMDB01323']",['C01724'],['LMST01010017'],['CAHGCLMLTWQZNJ-BQNIITSRSA-N'],HMDB0001251
lcts,['Lactose C12H22O11'],"['lcts', 'lcts_p', 'lcts_e', 'lcts[e]', 'lcts_c', 'lcts[l]', 'lcts_g', 'lcts[c]', 'lcts[g]', 'lcts_l', 'lcts_h']",['HMDB41627'],"['C01970', 'C00243']",,['GUBGYTABKSRVRQ-QKKXKWKRSA-N'],HMDB0041627
leu__L,['L-Leucine'],"['leu_DASH_L_c', 'leu_L[c]', 'leu__L_c', 'leu_L_v', 'leu_L[e]', 'leu_L_m', 'leu_L_e', 'leu_DASH_L_m', 'leu_L[m]', 'leu_L_c', 'leu_DASH_L_h', 'leu_L_p', 'leu-L[c]', 'leu__L_p', 'leu__L_h', 'leu_DASH_L_e', 'leu__L', 'leu__L_m', 'leu-L[e]', 'leu_DASH_L_p', 'leu__L_e']","['HMDB62203', 'HMDB00687']","['C16439', 'C00123']",['LMFA01100048'],['ROHFNLRQFUQHCH-YFKPBYRVSA-N'],HMDB0000687
leuktrA4,['Leukotriene A4 cytosol'],"['leuktrA4[r]', 'leuktrA4[e]', 'leuktrA4', 'leuktrA4_e', 'leuktrA4_r', 'leuktrA4[n]', 'leuktrA4[c]', 'leuktrA4_c']",['HMDB01337'],['C00909'],"['LMFA03020038', 'LMFA03020023']",['UFPQIRYSPUYQHK-WAQVJNLQSA-M'],HMDB0001337
leuktrC4,['Leukotriene C4 ER'],"['leuktrC4_r', 'leuktrC4[r]', 'leuktrC4', 'leuktrC4_e', 'leuktrC4[c]', 'leuktrC4[e]', 'leuktrC4_c']","['HMDB01198', 'HMDB06015']",['C02166'],['LMFA03020003'],['GWNVDXQDILPJIG-NXOLIXFESA-L'],HMDB0001198
lgt__S,['(R)-S-Lactoylglutathione'],"['lgt_S[m]', 'lgt_S_m', 'lgt_S_c', 'lgt_DASH_S_m', 'lgt_DASH_S_h', 'lgt__S_c', 'lgt_DASH_S_c', 'lgt__S', 'lgt__S_m', 'lgt_S[c]']","['HMDB01066', 'HMDB62624']",['C03451'],,['VDYDCVUWILIYQF-CSMHCCOUSA-M'],HMDB0001066
limnen,['Limnen c'],"['limnen[e]', 'limnen[c]', 'limnen', 'limnen_c', 'limnen_e']","['HMDB32473', 'HMDB04321', 'HMDB03375']","['C06078', 'C06099', 'C00521']","['LMPR0102090002', 'LMPR0102090013']",['XMGQYMWWDOXHJM-JTQLQIEISA-N'],HMDB0004321
lipoate,['Lipoate'],"['lipoate_m', 'lipoate_e', 'lipoate_p', 'lipoate[e]', 'lipoate', 'lipoate_c', 'lipoate[c]']","['HMDB14312', 'HMDB01451']","['C00725', 'C16241']",['LMFA01130001'],['AGBQKNBQESQNJD-SSDOTTSWSA-M'],HMDB0001451
lnlc,['Linoleic acid (all cis C18:2) n-6'],"['lnlc[c]', 'lnlc_h', 'lnlc_r', 'lnlc_c', 'lnlc[l]', 'lnlc_l', 'lnlc[r]', 'lnlc', 'lnlc[e]', 'lnlc_e', 'lnlc_p']",['HMDB00673'],['C01595'],"['LMFA01030809', 'LMFA01030120']",['OYHQOLUKZRVURQ-HZJYTTRNSA-M'],HMDB0000673
lnlccoa,['Linoleic coenzyme A'],"['lnlccoa_x', 'lnlccoa_m', 'lnlccoa[r]', 'lnlccoa[c]', 'lnlccoa[x]', 'lnlccoa[m]', 'lnlccoa', 'lnlccoa_r', 'lnlccoa_c']","['HMDB62491', 'HMDB60170', 'HMDB01064']",['C02050'],"['LMFA07050343', 'LMFA07050035']",['YECLLIMZHNYFCK-RRNJGNTNSA-J'],HMDB0001064
lnlnca,"['Alpha-Linolenic acid, C18:3, n-3']","['lnlnca_c', 'lnlnca[l]', 'lnlnca_e', 'lnlnca', 'lnlnca[c]', 'lnlnca_l', 'lnlnca[r]', 'lnlnca_r', 'lnlnca[e]']",['HMDB01388'],['C06427'],['LMFA01030152'],['DTOSIQBPPRVQHS-PDBXOOCHSA-M'],HMDB0001388
lnlncacoa,['Alpha-Linolenoyl-CoA'],"['lnlncacoa_c', 'lnlncacoa', 'lnlncacoa[c]', 'lnlncacoa[m]', 'lnlncacoa[r]', 'lnlncacoa_m']","['HMDB06290', 'HMDB62490']",['C16162'],"['LMFA07050286', 'LMFA07050045']",['OMKFKBGZHNJNEX-PQBHNYBOSA-J'],HMDB0006290
lpam,['Lipoamide C8H15NOS2'],"['lpam_m', 'lpam[m]', 'lpam_h', 'lpam', 'lpam_c', 'lpam[c]', 'lpam[e]']","['HMDB06950', 'HMDB06877', 'HMDB00962']",['C00248'],['LMFA08010006'],['FCCDDURTIIUXBY-SSDOTTSWSA-N'],HMDB0000962
lys__L,['L-Lysine'],"['lys_DASH_L_e', 'lys_L[n]', 'lys__L_n', 'lys__L_x', 'lys_L_p', 'lys_L_x', 'lys-L[c]', 'lys__L_m', 'lys__L_e', 'lys_DASH_L_n', 'lys__L_c', 'lys-L[e]', 'lys__L', 'lys_L[e]', 'lys__L_p', 'lys_L_c', 'lys_L[x]', 'lys_L[c]', 'lys_DASH_L_p', 'lys_L_v', 'lys_L[m]', 'lys_L_n', 'lys_DASH_L_x', 'lys_DASH_L_c', 'lys_L_e', 'lys__L_h', 'lys_DASH_L_m', 'lys_L_m']","['HMDB00182', 'HMDB03405', 'HMDB62809']","['C00047', 'C16440']",,['KDXKERNSBIXSRK-YFKPBYRVSA-O'],HMDB0000182
m2mn,['(alpha-D-mannosyl)2-beta-D-mannosyl-N-acetylglucosamine'],"['m2mn_l', 'm2mn[l]', 'm2mn_c', 'm2mn', 'm2mn[c]']",['HMDB06537'],,,,HMDB0006537
mal__L,['L-Malate'],"['mal-L[c]', 'mal__L_m', 'mal_L_e', 'mal_DASH_L_h', 'mal_L_m', 'mal_L[m]', 'mal_DASH_L_m', 'mal__L_x', 'mal_L[c]', 'mal__L_h', 'mal_L[x]', 'mal__L_p', 'mal_L_x', 'mal_L[e]', 'mal__L_c', 'mal_DASH_L_x', 'mal_DASH_L_f', 'mal_DASH_L_p', 'mal_L_p', 'mal_L_c', 'mal__L', 'mal__L_e', 'mal_DASH_L_c', 'mal_DASH_L_e']",['HMDB00156'],['C00149'],,['BJEPYKJPYRNKOW-REOHCLBHSA-L'],HMDB0000156
malcoa,['Malonyl CoA C24H33N7O19P3S'],"['malcoa_m', 'malcoa[x]', 'malcoa_x', 'malcoa[r]', 'malcoa_r', 'malcoa[l]', 'malcoa[e]', 'malcoa', 'malcoa[m]', 'malcoa_h', 'malcoa[n]', 'malcoa[c]', 'malcoa_c', 'malcoa_e']",['HMDB01175'],['C00083'],"['LMFA07050345', 'LMFA07050031']",['LTYOQGRJFJAKNA-DVVLENMVSA-I'],HMDB0001175
malt,['Maltose C12H22O11'],"['malt[c]', 'malt_c', 'malt_e', 'malt_p', 'malt[e]', 'malt', 'malt[l]', 'malt_l']",,"['C00897', 'C00208']",,['GUBGYTABKSRVRQ-PICCSMPSSA-N'],HMDB0000163
malttr,['Maltotriose C18H32O16'],"['malttr[e]', 'malttr_c', 'malttr_p', 'malttr[c]', 'malttr[l]', 'malttr_l', 'malttr_e', 'malttr']",['HMDB01262'],['C01835'],,['FYGDTMLNYKFZSV-PXXRMHSHSA-N'],HMDB0001262
man,['D-Mannose'],"['man', 'man[c]', 'man_p', 'man[r]', 'man_h', 'man_e', 'man[e]', 'man_l', 'man[g]', 'man[l]', 'man_g', 'man_c', 'man_r']",['HMDB00169'],['C00159'],,['WQZGKKKJIJFFOK-QTVWNMPRSA-N'],HMDB0000169
man1p,['D-Mannose 1-phosphate'],"['man1p', 'man1p_c', 'man1p[c]', 'man1p_e']","['HMDB06330', 'HMDB01436']",['C00636'],,['HXXFSFRBOHSIMQ-RWOPYEJCSA-L'],HMDB0006330
man6p,['D-Mannose 6-phosphate'],"['man6p_p', 'man6p_e', 'man6p[c]', 'man6p', 'man6p_h', 'man6p_c']",,['C00275'],,['NBSCHQHZLSJFNQ-QTVWNMPRSA-L'],HMDB0001078
melanin,['Melanin c'],"['melanin', 'melanin_c', 'melanin[c]']",['HMDB04068'],['C05606'],,['XUMBMVFBXHLACL-UHFFFAOYSA-N'],HMDB0004068
meoh,['Methanol'],"['meoh_r', 'meoh_l', 'meoh[r]', 'meoh[l]', 'meoh_p', 'meoh[e]', 'meoh_e', 'meoh_c', 'meoh[c]', 'meoh']",['HMDB01875'],['C00132'],,['OKKJLVBELUTLKV-UHFFFAOYSA-N'],HMDB0001875
mercppyr,['Mercaptopyruvate'],"['mercppyr_c', 'mercppyr_h', 'mercppyr[c]', 'mercppyr_m', 'mercppyr', 'mercppyr[m]']",['HMDB01368'],['C00957'],,['OJOLFAIGOXZBCI-UHFFFAOYSA-M'],HMDB0001368
met__L,['L-Methionine'],"['met-L[e]', 'met_DASH_L_c', 'met__L_p', 'met_L_m', 'met_DASH_L_e', 'met_L_c', 'met_L[c]', 'met_DASH_L_p', 'met__L_c', 'met__L_m', 'met_DASH_L_m', 'met_L_p', 'met_DASH_L_h', 'met-L[c]', 'met_L[e]', 'met_L[m]', 'met__L_h', 'met_L_e', 'met__L', 'met__L_e']","['HMDB33951', 'HMDB00696']","['C00073', 'C01733']",,['FFEARJCKVFRZRR-BYPYZUCNSA-N'],HMDB0000696
methf,"['5,10-Methenyltetrahydrofolate']","['methf_c', 'methf[c]', 'methf_m', 'methf_h', 'methf_x', 'methf[m]', 'methf']","['HMDB01354', 'HMDB62623']",['C00445'],,['MEANFMOQMXYMCT-OLZOCXBDSA-M'],HMDB0001354
mev__R,[' R  Mevalonate C6H11O4'],"['mev_R[e]', 'mev_R[x]', 'mev__R_c', 'mev_DASH_R_x', 'mev_DASH_R_c', 'mev__R_x', 'mev__R_r', 'mev__R', 'mev_R_x', 'mev_DASH_R_r', 'mev_R[c]', 'mev_R_c']","['HMDB59629', 'HMDB00227']",['C00418'],['LMFA01050352'],['KJTLQQUUPVSXIM-ZCFIWIBFSA-M'],HMDB0000227
mhista,['N-Methylhistamine'],"['mhista[c]', 'mhista', 'mhista[e]', 'mhista_c']","['HMDB62574', 'HMDB01861', 'HMDB00976', 'HMDB61685', 'HMDB00898']",['C05127'],,['FHQDWPCFSJMNCT-UHFFFAOYSA-O'],HMDB0000898
mi1p__D,['1D-myo-Inositol 1-phosphate'],"['mi1p_D_c', 'mi1p__D', 'mi1p_D[c]', 'mi1p_DASH_D_n', 'mi1p_D[n]', 'mi1p__D_n', 'mi1p_D_n', 'mi1p__D_c', 'mi1p_DASH_D_c', 'mi1p_D[e]']",,['C01177'],,['INAPMGSXUVUWAF-UOTPTPDRSA-L'],HMDB0000213
mi3p__D,['1D-myo-Inositol 3-phosphate'],"['mi3p_D[c]', 'mi3p_DASH_D_c', 'mi3p__D_m', 'mi3p_DASH_D_n', 'mi3p__D_c', 'mi3p__D', 'mi3p__D_h', 'mi3p_D_c']","['HMDB06814', 'HMDB00213']",['C04006'],,['INAPMGSXUVUWAF-PTQMNWPWSA-L'],HMDB0006814
mi4p__D,['1D-myo-Inositol 4-phosphate'],"['mi4p__D_c', 'mi4p_D_c', 'mi4p__D', 'mi4p_D[c]', 'mi4p_DASH_D_c']",['HMDB01313'],['C03546'],,['INAPMGSXUVUWAF-CNWJWELYSA-L'],HMDB0001313
micit,['Methylisocitrate'],"['micit_m', 'micit_c', 'micit', 'micit[c]']",,['C04593'],['LMFA01050444'],['HHKPKXCSHMJWCF-WVBDSBKLSA-K'],HMDB0006471
minohp,['Myo-Inositol hexakisphosphate'],"['minohp_n', 'minohp', 'minohp_p', 'minohp_e', 'minohp[c]', 'minohp_c', 'minohp[n]']","['HMDB03502', 'HMDB60271']",['C01204'],,['IMQLKJBTEOYOSI-GPIVLXJGSA-B'],HMDB0003502
mlthf,"['5,10-Methylenetetrahydrofolate']","['mlthf', 'mlthf[c]', 'mlthf_m', 'mlthf_h', 'mlthf[e]', 'mlthf[m]', 'mlthf_c']",,['C00143'],,['QYNUQALWYRSVHF-OLZOCXBDSA-L'],HMDB0001533
mma,['Methylamine'],"['mma_c', 'mma', 'mma[c]', 'mma_e', 'mma[e]']","['HMDB00164', 'HMDB02983', 'HMDB60291']",['C00218'],,['BAVYZALUXZFZLV-UHFFFAOYSA-O'],HMDB0000164
mmcoa__R,['(R)-Methylmalonyl-CoA'],"['mmcoa__R_c', 'mmcoa_R[m]', 'mmcoa__R_m', 'mmcoa_R_m', 'mmcoa_DASH_R_m', 'mmcoa_DASH_R_c', 'mmcoa__R', 'mmcoa_R_c']",['HMDB02255'],['C01213'],['LMFA07050152'],['MZFOKIKEPGUZEN-AGCMQPJKSA-I'],HMDB0002255
mmcoa__S,['(S)-Methylmalonyl-CoA'],"['mmcoa__S_m', 'mmcoa_S[x]', 'mmcoa__S', 'mmcoa__S_x', 'mmcoa_S[m]', 'mmcoa_DASH_S_x', 'mmcoa_S_m', 'mmcoa_S_c', 'mmcoa_DASH_S_m', 'mmcoa_S[c]', 'mmcoa__S_c', 'mmcoa_DASH_S_c']",['HMDB02310'],['C00683'],['LMFA07050164'],['MZFOKIKEPGUZEN-IBNUZSNCSA-I'],HMDB0002310
mn,"['Beta-1,4-mannose-N-acetylglucosamine']","['mn[l]', 'mn_c', 'mn', 'mn_l', 'mn[c]']",['HMDB06535'],,,,HMDB0006535
msa,['Malonate semialdehyde'],"['msa[m]', 'msa_m', 'msa_c', 'msa']","['HMDB11666', 'HMDB11111']",['C00222'],,['OAKURXIZZOAYBC-UHFFFAOYSA-M'],HMDB0011111
mthgxl,['Methylglyoxal'],"['mthgxl_x', 'mthgxl', 'mthgxl_e', 'mthgxl[c]', 'mthgxl_h', 'mthgxl[e]', 'mthgxl_c']",['HMDB01167'],['C00546'],,['AIJULSRZWUXGPQ-UHFFFAOYSA-N'],HMDB0001167
n4abutn,['N4 Acetylaminobutanal C6H11NO2'],"['n4abutn[c]', 'n4abutn_m', 'n4abutn', 'n4abutn[m]', 'n4abutn_c']",['HMDB04226'],['C05936'],,['DDSLGZOYEPKPSJ-UHFFFAOYSA-N'],HMDB0004226
